,Título,URL,Precio
0,Audífonos Inalámbricos Con Noise Cancelling Wh-1000xm4,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=21CdBiS7aVABcFMTikcoaSuRmQOKemzYlrkE6fpFliHK3T64r%2FNLb8eTnwuQq9LYncBPsSM%2BnKk68sJo8%2BqUGTr0AwaPqfFlJplE28PoRerbWlaZL%2BQ0U5IkNSZ%2BYRgjvhI44eGvxUWYWaemVfvvhoaAqnVj9b02kIfcqBZxClHoFSAfif5BgdkheMCKZ1EyNGedrRZ5z9NYl6Z73OIumyb3FJSD946%2Fuoq6ydR%2BevuMduJyuPQ0Xr%2BEs8TGlJ1lLMhxAcM91%2BiUMPvSN%2FPliW5DUpMGwS9wm1Th3i%2FcXsTorb0t6c%2B%2Be3%2BJDNYjLthfL0UgCIdu8XIT23TtBz0U%2BTr2YizkkSfzZ1Lcb5C%2F6dMZmVsJEG5rl5jhghFXbOi1lmk%2F1QOP933ZPVNnRUOrE5g6bLlzv5VKTJ6N9VFUnPXVJWIeX3nUOCpJv%2BScclnrk8Or7gVekyyZ4i7n5pVIBRFHd2lg4VnGy8BOpyl9Lo%2FyfAvXxDvCVL3b3yKwfR88tG69B4QMj992hqzXBFXGlrqUu3esK4aMoHuTYCG%2FgkRnWXP9ZE6%2FPXKgs%2F9LSTEUHmPCGdg51X3Y%2Fa8KgVMEoGzBb1EldMi%2Bn2kHao%2BFMBBjme%2BjlHj%2F0H1RzwK5iIBx%2FbJifr%2Bv&rb=x,899.0
1,Audífonos Inalámbricos Con Noise Cancelling Wf-1000xm4,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=o5nxlZPHjxEqCBSzRw345vlib4OeHdfUQKHnlsY2A%2BoVMlwH6Kocd4%2FbHHL4uE1WaoIBh0l74qxFWoJ2pjGWuBiKwRnAXaqI%2F6LuIa7eP1HOIHzuq4NYjb%2FmmsZmSJcOH68LkDOTN7cKomzMiCIm4B5oYf7e%2FoBxlzsKvAFTFAYSgIRVn%2BtI9UmLmXBV4WotsrxX1jUK8MASDSHsBZLKLtI02I6dDXSnlC581o3DdBPEBmTUy299EcsiXDtGnRBrFJN0zzrV%2FVu3%2BtDL5WR0t8fYQLTMgeQfPoomxURlZ3tcP8Dl5huxmRGaz%2BEjnAfn76aL9M7%2BWQvgW9jw7joZJ6iVw6uHfbhBkpsh45U0TLgdDA7XkHnqxuLrSN0APxKgrEpKHfoTdxCTUgkyhgjb%2BLmf3jXbgv7EzmZdla8QIFslSHVWOFkpdkMb%2FZAC3Cx%2BHpoPZncvrOzTt5OtmkRQuCrqdAq0aCGaGINbS4VRRjN5GB3F5AZpwyNT1N6F557FQsP%2BtzNws%2BNMFK0cQBrwydymtQNf5jq%2BEj%2FvjrMJqemcQW9Lsjs6xVsg72VIvJ993MbJZDyUM9Im021XRsS4mP1Lp4S2mxAKOkS0qnv9IEc3584SNWR01J3Wf2brbTl0VUO8HVcX&rb=x,949.0
2,Audífonos Inalámbricos Con Noise Cancelling Wh-1000xm4,https://articulo.mercadolibre.com.pe/MPE-440820439-audifonos-inalambricos-con-noise-cancelling-wh-1000xm4-_JM#position=3&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,899.0
3,"Audifonos Xiaomi Redmi Airdots 3, Qualcomm Apt-x Stereo Bass",https://articulo.mercadolibre.com.pe/MPE-447051978-audifonos-xiaomi-redmi-airdots-3-qualcomm-apt-x-stereo-bass-_JM#position=4&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,159.9
4,Audífono C/microf. Razer Blackshark V2 X ,https://articulo.mercadolibre.com.pe/MPE-440946804-audifono-cmicrof-razer-blackshark-v2-x-_JM#position=5&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,164.0
5,Audífonos Inalámbricos Con Noise Cancelling Wf-1000xm4,https://articulo.mercadolibre.com.pe/MPE-603178089-audifonos-inalambricos-con-noise-cancelling-wf-1000xm4-_JM#position=6&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,949.0
6,Audifonos Huawei Am61 Bluetooth Sport Lite + Regalo ,https://articulo.mercadolibre.com.pe/MPE-434303167-audifonos-huawei-am61-bluetooth-sport-lite-regalo-_JM#position=7&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,119.0
7,Sony Audífonos Inalámbricos Con Noise Cancelling Wf-1000xm3,https://articulo.mercadolibre.com.pe/MPE-438559148-sony-audifonos-inalambricos-con-noise-cancelling-wf-1000xm3-_JM#position=8&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,399.0
8, Auriculares  Inalámbricos G435 Lightspeed - Negro,https://articulo.mercadolibre.com.pe/MPE-604522634-auriculares-inalambricos-g435-lightspeed-negro-_JM#position=9&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,315.0
9,Jbl Tune 510bt Audifonos Bluetooth 5.0 Pure Bass Sound 40hrs,https://articulo.mercadolibre.com.pe/MPE-446539797-jbl-tune-510bt-audifonos-bluetooth-50-pure-bass-sound-40hrs-_JM#position=10&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,159.0
10,Audifonos Original Xiaomi Redmi Airdots En Stock + Tienda !!,https://articulo.mercadolibre.com.pe/MPE-433005812-audifonos-original-xiaomi-redmi-airdots-en-stock-tienda--_JM#position=11&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,79.9
11,Audifono C/microf. Razer Kraken X Lite Black,https://articulo.mercadolibre.com.pe/MPE-438825884-audifono-cmicrof-razer-kraken-x-lite-black-_JM#position=12&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,134.0
12,Jbl Audifonos Bluetooth 5.0 Pure Bass Sound Tune 115tws,https://articulo.mercadolibre.com.pe/MPE-445522340-jbl-audifonos-bluetooth-50-pure-bass-sound-tune-115tws-_JM#position=13&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,189.0
13,Audifonos Inalambricos Xiaomi Redmi Airdots 3 Pro Originales,https://articulo.mercadolibre.com.pe/MPE-447784606-audifonos-inalambricos-xiaomi-redmi-airdots-3-pro-originales-_JM#position=14&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,244.99
14,Xiaomi Redmi Buds 3 Youth Edition Audifonos Bluetooth Ip54 ,https://articulo.mercadolibre.com.pe/MPE-605933206-xiaomi-redmi-buds-3-youth-edition-audifonos-bluetooth-ip54-_JM#position=15&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,109.0
15,Audífono C/microf. Razer Barracuda X Wireless 7.1 Hybrid,https://articulo.mercadolibre.com.pe/MPE-447079322-audifono-cmicrof-razer-barracuda-x-wireless-71-hybrid-_JM#position=16&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,359.0
16,Audífonos Bluetooth Inalámbrica F9 Táctil,https://articulo.mercadolibre.com.pe/MPE-445642979-audifonos-bluetooth-inalambrica-f9-tactil-_JM#position=17&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,49.77
17,Audifonos Apple AirPods 3 Original Sellados | Ultimo Modelo,https://articulo.mercadolibre.com.pe/MPE-438742768-audifonos-apple-airpods-3-original-sellados-ultimo-modelo-_JM#position=18&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,889.0
18,Jbl Audifonos T110 Pure Sound Bass Harman Original Colores,https://articulo.mercadolibre.com.pe/MPE-434111263-jbl-audifonos-t110-pure-sound-bass-harman-original-colores-_JM#position=19&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,42.0
19,Audífono Gamer Hyperx Cloud Flight Inalámbricos De Diadema P,https://articulo.mercadolibre.com.pe/MPE-446566975-audifono-gamer-hyperx-cloud-flight-inalambricos-de-diadema-p-_JM#position=20&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,407.55
20,Audifonos Haylou Gt3 2021 Microfono Mejorado Airdots +tienda,https://articulo.mercadolibre.com.pe/MPE-445172171-audifonos-haylou-gt3-2021-microfono-mejorado-airdots-tienda-_JM#position=21&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,95.9
21,Sony Audífonos Internos Con Micrófono Mdr-ex15ap,https://articulo.mercadolibre.com.pe/MPE-438540823-sony-audifonos-internos-con-microfono-mdr-ex15ap-_JM#position=22&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,39.0
22,"Laptop Huawei Matebook D14 I5 8gb Ram, 512gb Ssd + Regalos",https://articulo.mercadolibre.com.pe/MPE-446645731-laptop-huawei-matebook-d14-i5-8gb-ram-512gb-ssd-regalos-_JM#position=23&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,2599.0
23,Skullcandy Sesh Audifonos Bluetooth 5.0 True Wireless 2019,https://articulo.mercadolibre.com.pe/MPE-438543069-skullcandy-sesh-audifonos-bluetooth-50-true-wireless-2019-_JM#position=24&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,159.0
24,Audífono C/microf. Razer Hammerhead True Wireless X Black,https://articulo.mercadolibre.com.pe/MPE-446592823-audifono-cmicrof-razer-hammerhead-true-wireless-x-black-_JM#position=25&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,306.0
25,Audifonos Xiaomi Mi In Ear Pro Hd Hybrid Sellados + Tienda,https://articulo.mercadolibre.com.pe/MPE-435423611-audifonos-xiaomi-mi-in-ear-pro-hd-hybrid-sellados-tienda-_JM#position=26&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,129.0
26,Audífonos Inalámbricos Wh-ch510,https://articulo.mercadolibre.com.pe/MPE-440471065-audifonos-inalambricos-wh-ch510-_JM#position=27&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,129.0
27,Audífono C/microf. Razer Kraken Kitty Edition Usb Quartz,https://articulo.mercadolibre.com.pe/MPE-440322017-audifono-cmicrof-razer-kraken-kitty-edition-usb-quartz-_JM#position=28&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,539.0
28,Xiaomi Redmi Buds 3 Lite,https://articulo.mercadolibre.com.pe/MPE-606865153-xiaomi-redmi-buds-3-lite-_JM#position=29&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,104.0
29, Auriculares  Inalámbricos G435 Lightspeed - Negro,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=nwvhMFU6S%2FRr4NvXnAteuoJNhffjwUYFCh1tZ6bLkEgZdIg%2BpqFH%2B9reWqsMPvr0vEQciNZ7kjkOrN%2Bp2GBTHi6mFyFNMezhEOYwFXDv9FTYn86zOZXzuWZ1OXN1ewYqyFJoTCjEojiipyhlnBAvc1uMbGrqlrq7HKvN9eos7HYRjn9fI%2Fl8I9P0Q93cOAnfYjnQipaQr3IDiRY3r3JqPg5MgzBy70nhKWlhelf4xQQZ4nF8ATWZX7MSr58Jx2Nz2wTbOzihmL1oUO9qHVwho7BJsTvjv4u%2B6wf45wTF7sBdXRIhMYNYFuERhI7z9cez%2BjqLTkyp2dvzbK54XxX1aXf%2FB%2BsXQ9FmPCFmGBYa1ABhNPrdDzfSbLhi1pQOhcNyHrFCEyy0hHx9EawmkgPVavStJaSFzNEMx4hu2rHR0yidknd%2B3%2BcX6wRZVlOnPgesOEGM%2F74D1XRXw8PKflsHBBf2RTaSfJGom%2BClLPbt9lq3bkV3Dhaqihqrao77Iq59dV%2B1S1C0tr416dRVdgVn1jIdITrl0KTXuVHolZqJaWpljy%2F5rh0SCjESxNyDfJev0uB0%2BP6nkbpaEB3J84WkNVTQdDinWuemOdXYz1E%2FT5CTno1kua9gyjzGg%2FqCOwWA&rb=x,315.0
30,Audífonos Inalámbricos Wf-xb700 Con Extra Bass,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=W0s3SqqXGz8XjDY%2B2UcLpmuMEUX8k5k0RPketTB3QXFHQaz1JohWqbv6jTJWsQqFsxdQsWAOu%2BJDf98df9%2FqiSyMFM%2Bc%2FGndz4YuVNAy6iFeaPSpmX3qQI3xVlW4JXuXqwZ1gGJSfQ%2B02Sg8K83o3u2ohsvaXvlht6PaqMqmfqlOYicW6l38g%2BNFZvP0sUtc5BhDFj4yAJsTC5IDfckOHyqEHTallJviEZMrnjABog%2B30kLVGWEJSk2HglOafklaxmUEHNDy%2F1V8xHtxG61T%2FD%2ByFvRFRx1SRuktEl8ordJVaLgyuj2NdZAPWMWfgPXFuA%2BAZGg7788YaHgmnK6ug9w6G3hHR2AylQ6x0mnRUHrj8JVKAL3qHsxkEH72tXtqNdAxP%2BGaLR5NfIfD8D8fNlupZjxOU0ukHfXy8RPlXKoAJ1O%2F5viD6NhlbUFP8y7pCdVJ%2BYa0EJsrM%2BnNa%2F%2FTED1ftbQdsWlKi8DcOpibbyohAZ%2BrBiQBaHUYrAaDZ6g5gTz9jvgTvqfrFLjY60tiMA9PkYZDRSEcTQRAH%2Bh115RvTAqaidgKuuAZzAglXWgDryDu8Xc%2F8P9MbXXnP%2BByvgX%2BaH8xiIgNLcG%2FlWsZiwl5n%2B08mAbj2wh6eb0FpqPs&rb=x,349.0
31,Audifonos Samsung Buds Live Negros 02 Tiendas Envios Instant,https://articulo.mercadolibre.com.pe/MPE-447366486-audifonos-samsung-buds-live-negros-02-tiendas-envios-instant-_JM#position=32&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,489.0
32,Skullcandy Audifonos Mini Bluetooth 5.0 True Tws Ipx4 Dime,https://articulo.mercadolibre.com.pe/MPE-447189228-skullcandy-audifonos-mini-bluetooth-50-true-tws-ipx4-dime-_JM#position=33&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,139.0
33,Audifonos Haylou W1 Aptx Qualcomm Cancelacion Ruido Airdots,https://articulo.mercadolibre.com.pe/MPE-603278449-audifonos-haylou-w1-aptx-qualcomm-cancelacion-ruido-airdots-_JM#position=34&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,165.9
34,Cable Splitter De Audifono  Audio Y Micrófono Macho Y Hembra,https://articulo.mercadolibre.com.pe/MPE-442018120-cable-splitter-de-audifono-audio-y-microfono-macho-y-hembra-_JM#position=35&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,7.92
35, Auriculares  Inalámbricos G435 Lightspeed,https://articulo.mercadolibre.com.pe/MPE-603736356-auriculares-inalambricos-g435-lightspeed-_JM#position=36&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,339.9
36,"Laptop Huawei Matebook D14 I3 8gb Ram, 256gb Ssd + Regalos",https://articulo.mercadolibre.com.pe/MPE-600078904-laptop-huawei-matebook-d14-i3-8gb-ram-256gb-ssd-regalos-_JM#position=37&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,1799.0
37,Audífono In Ear Trn Mt1 Hi-fi  Dinámicos  Micrófono Calidad,https://articulo.mercadolibre.com.pe/MPE-605206701-audifono-in-ear-trn-mt1-hi-fi-dinamicos-microfono-calidad-_JM#position=38&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,39.33
38,Audífonos Inalambricos Qcy T6 Xiaomi Bluetooth Airdots ,https://articulo.mercadolibre.com.pe/MPE-444322557-audifonos-inalambricos-qcy-t6-xiaomi-bluetooth-airdots-_JM#position=39&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,119.9
39,Auriculares Gamer Redragon Zeus H510 2,https://articulo.mercadolibre.com.pe/MPE-437520870-auriculares-gamer-redragon-zeus-h510-2-_JM#position=40&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,229.0
40,Jbl Tune 125bt 16 Horas Audifonos Bluetooth 5.0 Universal,https://articulo.mercadolibre.com.pe/MPE-601627532-jbl-tune-125bt-16-horas-audifonos-bluetooth-50-universal-_JM#position=41&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,139.0
41,"Audífonos Earpods Apple iPhone 11, 12, X, 8, 7 Lightning",https://articulo.mercadolibre.com.pe/MPE-603756595-audifonos-earpods-apple-iphone-11-12-x-8-7-lightning-_JM#position=42&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,113.05
42,Audífono Bluetooth Lenovo He05 Magnético  Ipx6,https://articulo.mercadolibre.com.pe/MPE-441749118-audifono-bluetooth-lenovo-he05-magnetico-ipx6-_JM#position=43&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,52.25
43,Auriculares Gamer Logitech G Pro X Blue Voice Wireless,https://articulo.mercadolibre.com.pe/MPE-605725009-auriculares-gamer-logitech-g-pro-x-blue-voice-wireless-_JM#position=44&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,729.0
44,Sony Audifonos Bluetooth 5.0 Wireless 15 Horas Wi-c310,https://articulo.mercadolibre.com.pe/MPE-437540050-sony-audifonos-bluetooth-50-wireless-15-horas-wi-c310-_JM#position=45&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,144.0
45,Audifonos Original Xiaomi Redmi Buds 3 Youth Edition Airdots,https://articulo.mercadolibre.com.pe/MPE-606544307-audifonos-original-xiaomi-redmi-buds-3-youth-edition-airdots-_JM#position=46&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,105.9
46,G432 7.1 Surround Sound Wired Gaming Headset,https://articulo.mercadolibre.com.pe/MPE-439951901-g432-71-surround-sound-wired-gaming-headset-_JM#position=47&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,232.0
47,Skullcandy Audifonos Crusher Wireless Premium Sound Bass 40h,https://articulo.mercadolibre.com.pe/MPE-434095625-skullcandy-audifonos-crusher-wireless-premium-sound-bass-40h-_JM#position=48&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,409.0
48,Xiaomi Redmi Buds 3 Pro Airdots Audifonos Bluetooth Original,https://articulo.mercadolibre.com.pe/MPE-608234146-xiaomi-redmi-buds-3-pro-airdots-audifonos-bluetooth-original-_JM#position=49&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,259.0
49,Sony Audifonos Bluetooth 5.0 Extra Bass 15hrs Wi-xb400,https://articulo.mercadolibre.com.pe/MPE-439775941-sony-audifonos-bluetooth-50-extra-bass-15hrs-wi-xb400-_JM#position=50&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,189.24
50,"Macbook Air 13'' Procesador Apple M1 (8 Gb Ram, 256 Gb Ssd)",https://articulo.mercadolibre.com.pe/MPE-447362338-macbook-air-13-procesador-apple-m1-8-gb-ram-256-gb-ssd-_JM#position=51&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,4499.0
51,Parlantes Razer Nommo Chroma - 2.0 Gaming Speakers,https://articulo.mercadolibre.com.pe/MPE-431414975-parlantes-razer-nommo-chroma-20-gaming-speakers-_JM#position=52&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,598.0
52,Almohadillas Para Skullcandy Crusher Y Hesh Wireless,https://articulo.mercadolibre.com.pe/MPE-443779751-almohadillas-para-skullcandy-crusher-y-hesh-wireless-_JM#position=53&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,54.9
53,Xiaomi Redmi Buds 3 Pro Audifonos Originales,https://articulo.mercadolibre.com.pe/MPE-604873546-xiaomi-redmi-buds-3-pro-audifonos-originales-_JM#position=54&search_layout=stack&type=item&tracking_id=7ea283b4-d237-44c7-80db-a2bbd1ba0135,279.0
54,Auriculares Gamer Logitech G335 - Conectores 3.5mm Negro,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=nqM3qNz4rfPfM0tectm1xc589GzaF56riqRNzoqJt2yp81xy%2FBKjjp%2FufbbkgysWZFYhZoyW5G9nsWewubtS%2FRRiubHlsiTm34lqYv2g1ppZg7af9zN6JsDEGIjDq8qrvtyg%2BM%2B6IYVFBhdpl7kaaYntQEmrsoAcQmEjT%2BaLWBy5MAUZDlU00yuOWL%2FvbfbsJJyfJSLbDyfeWCg0ZyrQA4W5W57fE3VH5EtAqlmsXT47t5dOERyUHbB9HE2ZbFJ2qm8a5DReLacYI0ad5tnoNtt9GjmX5QojTJIbfulqCNEEF9bAv%2Fmu9E8YaaeX7FVQNEN65l3j3kPmNsiKQZOu5uArYBVVqzDs7ervfDBxbG2TMlx0OFFqKxOyFO1gSLVHoH%2BgslqOPhKFH2VcMpnebN05kPJ97hNCy8gRUtCQoA1jXpdWBTSqDdsn4rKL5B%2BUfh7AeG2fGlf1ZVtjCJQukDSX0q0BW8sWzn3%2BjfFY4MP1ZpFUB%2Fk5G98pb1QxfK76CpfYYi4LKc1lFjImWoQLzcooohzhfKmRyUbSltQAzSCGw0wsZD6SjgGtbcSaXEfohU%2BoBdtticBRF4ZPmuS7a9C4mXJZAZa%2Brl%2BWv3G9Ncs6QglDd0wGJi35RaiRfAC%2BHO9lnlSN&rb=x,190.0
55,Audífonos True Wireless Wf-c500,https://articulo.mercadolibre.com.pe/MPE-603018377-audifonos-true-wireless-wf-c500-_JM?searchVariation=173963409699#searchVariation=173963409699&position=2&search_layout=stack&type=item&tracking_id=eecf0465-afd0-412d-b583-a4d38aea4e20,249.0
56,Audifono C/microf. Logitech G335 Black 981-000977,https://articulo.mercadolibre.com.pe/MPE-447861079-audifono-cmicrof-logitech-g335-black-981-000977-_JM?searchVariation=173547619598#searchVariation=173547619598&position=3&search_layout=stack&type=item&tracking_id=eecf0465-afd0-412d-b583-a4d38aea4e20,219.9
57,Audifonos Inalambricos Xiaomi Redmi Airdots 3 Pro Originales,https://articulo.mercadolibre.com.pe/MPE-447959653-audifonos-inalambricos-xiaomi-redmi-airdots-3-pro-originales-_JM?searchVariation=94801118900#searchVariation=94801118900&position=4&search_layout=stack&type=item&tracking_id=eecf0465-afd0-412d-b583-a4d38aea4e20,248.39
58,"Almohadillas Para Bose Qc2, Qc15, Qc25, Qc35, Ae2, Ae2i Ae2w",https://articulo.mercadolibre.com.pe/MPE-434725679-almohadillas-para-bose-qc2-qc15-qc25-qc35-ae2-ae2i-ae2w-_JM?searchVariation=72765950584#searchVariation=72765950584&position=5&search_layout=stack&type=item&tracking_id=eecf0465-afd0-412d-b583-a4d38aea4e20,57.0
